,BP_date,address,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
0,,420 29TH AV,21.0,20.0,1460014B,2008-12-18,PL APPROVED,,,,True,2006-07-25,2008-12-18,2006-07-25,2008-12-18,PL APPROVED,"('2008-12-18', '2008-12-18')",,"('PL APPROVED', 'PL APPROVED')",4,2009,Proposed,21.0,20.0,-122.488937,37.781324,RH-2,RH-2
0,2016-11-14,244 30TH ST,0.0,0.0,6637011,2016-11-14,BP APPROVED,,,201603041237,False,2016-03-04,2016-03-04,2016-03-04,2016-11-14,BP APPROVED,"('2016-03-04', '2016-03-04', '2016-03-04', '2016-11-14', '2016-11-14', '2016-11-14')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,3.0,1.0,-122.4253540039,37.7424125671,,
0,2009-12-21,2760 BAKER ST,,,0947024,2010-03-03,CONSTRUCTION,07/01/2010,2010-03-03,200905299373,False,2009-05-29,2009-12-21,2009-05-29,2010-03-03,CONSTRUCTION,"('2009-12-21', '2010-03-03', '2010-03-03')",398.0,"('BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2010,Under Construction,2.0,,-122.445353,37.796393,RH-2,RH-2
0,,645 05TH ST,,,3786037,2009-09-14,CONSTRUCTION,10/01/2009,2009-09-14,200904216786,False,2009-04-21,2009-09-14,2009-04-21,2009-09-14,CONSTRUCTION,"('2009-09-14',)",163.0,"('CONSTRUCTION',)",3,2009,Under Construction,0.0,0.0,-122.398055,37.776196999999996,SSO,SSO
0,2013-07-22,497 VALLEY ST,0.0,0.0,6621030,2015-08-26,CONSTRUCTION,04/01/2016,2015-02-03,200701101441,False,2007-01-10,2007-01-10,2007-01-10,2015-08-26,CONSTRUCTION,"('2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2007-01-10', '2013-07-22', '2013-07-22', '2013-07-22', '2013-07-22', '2013-07-22', '2015-02-03', '2015-02-03', '2015-02-03', '2015-08-26', '2015-08-26', '2015-08-26')",3369.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,-122.433053,37.7439918016,RH-2,RH-2
0,2015-03-06,335 RALSTON ST,0.0,0.0,7003013,2015-06-01,BP ISSUED,,,201408053038,True,2014-08-05,2014-08-05,2014-08-05,2015-06-01,BP ISSUED,"('2014-08-05', '2015-03-06', '2015-06-01')",,"('BP FILED', 'BP APPROVED', 'BP ISSUED')",1,2015,Building Permit Approved,2.0,1.0,-122.46921948100001,37.7185431968,RH-1,RH-1
0,2014-12-10,3 NAPLES ST,0.0,0.0,5948026A,2015-11-23,CONSTRUCTION,04/01/2016,2015-05-20,201402249163,False,2014-02-24,2014-02-24,2014-02-24,2015-11-23,CONSTRUCTION,"('2014-02-24', '2014-02-24', '2014-02-24', '2014-12-10', '2015-05-20', '2015-05-20', '2015-05-20', '2015-11-23', '2015-11-23')",767.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,-122.425151,37.7284069324,RH-1,RH-1
0,2009-01-22,1740 09TH AV,,,2041031,2010-04-30,CONSTRUCTION,10/01/2010,2009-10-23,200706204574,False,1999-01-21,2009-01-22,1999-01-21,2010-04-30,CONSTRUCTION,"('2009-01-22', '2009-10-23', '2010-04-26', '2010-04-30', '2010-04-30')",4271.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.46556799999999,37.755781,RH-2,RH-2
0,,401 BROADWAY,0.0,0.0,0163001,2016-03-01,PL FILED,,,,False,2016-03-01,2016-03-01,2016-03-01,2016-03-01,PL FILED,"('2016-03-01', '2016-03-01', '2016-03-01')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,-122.4040298462,37.7979888916,,
0,,650 ILLINOIS ST,0.0,0.0,3994001C,2014-06-05,PL APPROVED,,,,True,2010-08-23,2012-06-14,2010-08-23,2014-06-05,PL APPROVED,"('2012-06-14', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,97.0,97.0,-122.388374828,37.7637856036,UMU,UMU
0,,300 05TH ST,,,3753146,,PL FILED,,,,False,2010-08-23,,,,PL FILED,"(nan,)",,"('PL FILED',)",2,2017,Proposed,9.0,9.0,-122.40349578860001,37.7798461914,,
0,2006-07-05,2609 JUDAH ST,,,1822034,2006-07-05,BP ISSUED,,,200506094726,False,2004-11-10,2006-07-05,2004-11-10,2006-07-05,BP ISSUED,"('2006-07-05', '2006-07-05', '2006-07-05', '2006-07-05', '2006-07-05', '2006-07-05', '2006-07-05', '2006-07-05')",,"('BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2011,Building Permit Approved,10.0,10.0,-122.49003400000001,37.760998,NC-2,NC-2
0,2016-05-27,711 VAN NESS AV,0.0,0.0,0743203,2016-05-27,BP ISSUED,,,201604205271,True,2013-03-05,2016-05-27,2013-03-05,2016-05-27,BP ISSUED,"('2016-05-27', '2016-05-27', '2016-05-27')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2016,Building Permit Approved,0.0,0.0,-122.421472423,37.7821179263,RC-4,RC-4
0,,140 JASPER PL,,,0103032,2010-03-04,PL FILED,,,,True,2010-03-04,2010-03-04,2010-03-04,2010-03-04,PL FILED,"('2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04', '2010-03-04')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,4.0,2.0,-122.40834699999999,37.801133,RM-2,RM-2
0,,2150A - 2166 HAYES ST,0.0,0.0,1193048,2016-11-08,PL FILED,,,,False,2016-04-29,2016-11-08,2016-04-29,2016-11-08,PL FILED,"('2016-11-08', '2016-11-08', '2016-11-08')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,9.0,9.0,-122.4519805908,37.7734832764,,
0,,4801 MISSION ST,,,6272030,2008-07-25,PL APPROVED,,,,True,2008-03-05,2008-07-25,2008-03-05,2008-07-25,PL APPROVED,"('2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25', '2008-07-25')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,6.0,6.0,-122.43716599999999,37.72149,NC-3,NC-3
0,,5498 MISSION ST,0.0,0.0,7044A006,2009-11-18,PL FILED,,,200804159728,True,2008-04-15,2009-08-28,2008-04-15,2009-11-18,PL FILED,"('2009-08-28', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,6.0,1.0,-122.444826,37.7129143241,NCD-EXCELSIOR,NCD-EXCELSIOR
0,,2070 BRYANT ST,0.0,0.0,4022001,2014-06-12,PL FILED,,,201406239109,True,2014-06-12,2014-06-12,2014-06-12,2014-06-12,PL FILED,"('2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,274.0,271.0,-122.41058100000001,37.761499537,UMU,UMU
0,,752 VALLEJO ST,0.0,0.0,0130012,2016-07-19,BP FILED,,,201607192782,False,2016-06-14,2016-06-14,2016-06-14,2016-07-19,BP FILED,"('2016-06-14', '2016-07-19', '2016-07-19', '2016-07-19', '2016-07-19')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,4.0,0.0,-122.409538269,37.7986755371,,
0,2012-07-17,1269 19TH AV,,,1731014,2013-06-25,CONSTRUCTION,10/01/2013,2012-12-11,201201182425,False,2012-01-18,2012-01-18,2012-01-18 00:00:00,2013-06-25,CONSTRUCTION,"('2012-01-18', '2012-07-17', '2012-07-17', '2012-12-11', '2013-04-09', '2013-06-25', '2013-06-25')",622.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,2.0,1.0,-122.47741979999999,37.764220200000004,RM-1,RM-1
0,,1782 QUESADA AV,0.0,0.0,5327027,2017-04-03,PL APPROVED,,,201703080963,False,2017-04-03,2017-04-03,,2017-04-03,PL APPROVED,"('2017-04-03', '2017-04-03')",,"('PL APPROVED', 'PL APPROVED')",2,2017,Proposed,2.0,2.0,-122.39282226559999,37.7344245911,,
0,,909 - 921 HOWARD ST & 206 05TH ST,60.0,60.0,3732003,2015-03-25,PL FILED,,,,True,2012-08-08,2015-03-25,2012-08-08,2015-03-25,PL FILED,"('2015-03-25', '2015-03-25', '2015-03-25')",,"('PL FILED', 'PL FILED', 'PL FILED')",4,2016,Proposed,178.0,178.0,-122.40481863299999,37.781066549,MUR,MUR
0,2012-12-12,1875 MISSION ST,,,3548032,2014-07-17,CONSTRUCTION,10/01/2014,2013-05-13,201012237367,False,2004-07-20,2006-02-10,2004-07-20,2014-07-17,CONSTRUCTION,"('2006-02-10', '2006-02-10', '2006-02-10', '2006-02-10', '2006-02-10', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2012-12-12', '2012-12-12', '2013-05-13', '2013-07-15', '2013-12-19', '2014-03-28', '2014-03-28', '2014-07-17')",3725.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,39.0,39.0,-122.419446,37.767100899999996,Mission St NCT,Mission St NCT
0,2013-04-02,526 UTAH ST,0.0,0.0,4013007,2017-06-12,CONSTRUCTION,,2016-11-07,201205220992,False,2012-05-22,2012-05-22,2012-05-22 00:00:00,2017-06-12,CONSTRUCTION,"('2012-05-22', '2012-05-22', '2012-05-22', '2013-04-02', '2013-04-02', '2013-04-02', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2016-11-07', '2016-11-07', '2017-06-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,-122.40656280520001,37.7626800537,RH-2,RH-2
0,,42 HOMESTEAD ST,0.0,0.0,6503006,2013-08-12,BP FILED,,,201308124073,False,2013-08-12,2013-08-12,2013-08-12,2013-08-12,BP FILED,"('2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.4397964478,37.750244140599996,RH-2,RH-2
0,,159 CHARTER OAK AV,0.0,0.0,5377071,2016-08-04,BP FILED,,,201608044162,False,2016-08-04,2016-08-04,2016-08-04,2016-08-04,BP FILED,"('2016-08-04', '2016-08-04', '2016-08-04', '2016-08-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,3.0,-122.4042510986,37.7353248596,,
0,,137 CLAYTON ST,0.0,0.0,1194006,2016-06-01,BP FILED,,,201606018887,False,2015-12-22,2016-06-01,2015-12-22,2016-06-01,BP FILED,"('2016-06-01', '2016-06-01', '2016-06-01', '2016-06-01', '2016-06-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,2.0,-122.4497146606,37.773887634299996,,
0,2013-08-28,280 BEALE ST,0.0,0.0,3738004,2015-09-24,CONSTRUCTION,10/01/2015,2014-06-05,201304023626,False,2013-04-02,2013-04-02,2013-04-02,2015-09-24,CONSTRUCTION,"('2013-04-02', '2013-08-28', '2013-08-28', '2013-08-28', '2014-06-05', '2014-09-03', '2015-03-25', '2015-04-21', '2015-09-24')",912.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,409.0,409.0,-122.393608537,37.788705738800004,TB DTR,TB DTR
0,2011-03-29,2350 SAN BRUNO AV,,,5880002,2013-01-24,BP ISSUED,,,200412010421,True,2004-12-01,2008-06-02,2004-12-01,2013-01-24,BP ISSUED,"('2008-06-02', '2008-06-02', '2008-06-02', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2014,Building Permit Approved,2.0,2.0,-122.40622900000001,37.733184,RM-1,RM-1
0,2014-03-13,5050 MISSION ST,9.0,9.0,6969001,2016-05-27,CONSTRUCTION,,2016-05-27,201006104250,False,2006-09-29,2008-08-14,2006-09-29,2016-05-27,CONSTRUCTION,"('2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2016-02-05', '2016-05-27', '2016-05-27', '2016-05-27', '2016-05-27', '2016-05-27')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,61.0,61.0,-122.44058990479999,37.7177314758,NC-3,NC-3
0,2011-02-11,139 RANDOLPH ST,,,7116043,2012-01-09,CONSTRUCTION,04/01/2012,2012-01-09,200907082176,False,2009-07-08,2009-07-08,2009-07-08,2012-01-09,CONSTRUCTION,"('2009-07-08', '2009-07-08', '2009-07-08', '2009-07-08', '2009-07-08', '2011-02-11', '2011-05-13', '2011-05-13', '2012-01-09', '2012-01-09')",998.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,2.0,1.0,-122.464165,37.714077,RH-2,RH-2
0,2005-04-12,4038 18TH ST,,,3582023,2005-04-12,BP ISSUED,,,200407017814,True,2004-07-01,2005-04-12,2004-07-01,2005-04-12,BP ISSUED,"('2005-04-12', '2005-04-12', '2005-04-12', '2005-04-12', '2005-04-12')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2010,Building Permit Approved,3.0,1.0,-122.43356100000001,37.761102,RH-3,RH-3
0,,495 CAMBRIDGE ST,0.0,0.0,5992A060,2014-05-15,PL FILED,,,201012227259,True,2006-05-04,2006-05-04,2006-05-04,2014-05-15,PL FILED,"('2006-05-04', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2014-05-15', '2014-05-15', '2014-05-15', '2014-05-15', '2014-05-15', '2014-05-15', '2014-05-15')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",4,2015,Proposed,34.0,34.0,-122.417319637,37.7257185332,RH-1,RH-1
0,,5 9 15 21 JOY ST,0.0,0.0,5577005,2015-06-22,BP FILED,,,201506229593,False,2015-06-22,2015-06-22,,2015-06-22,BP FILED,"('2015-06-22', '2015-06-22')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4068984985,37.7436599731,,
0,,1973 FILBERT ST,,0.0,0531022,2014-05-05,CONSTRUCTION,07/01/2014,2013-08-28,201206182829,False,2012-06-18,2013-08-28,2012-06-18,2014-05-05,CONSTRUCTION,"('2013-08-28', '2013-12-04', '2014-03-24', '2014-05-05')",743.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,1.0,1.0,-122.431767,37.798232,RH-2,RH-2
0,,167 SAGAMORE ST,0.0,0.0,7147040,2016-10-28,BP FILED,,,201610281429,False,2016-10-28,2016-10-28,2016-10-28,2016-10-28,BP FILED,"('2016-10-28', '2016-10-28', '2016-10-28')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4580001831,37.7109489441,,
0,2017-03-15,3701 NORIEGA ST,0.0,0.0,2081001,2017-03-15,BP APPROVED,,,201607152516,False,2015-01-30,2015-09-20,2015-01-30,2017-03-15,BP APPROVED,"('2015-09-20', '2015-09-20', '2015-09-20', '2016-05-12', '2016-05-12', '2016-05-12', '2017-03-15', '2017-03-15')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,12.0,12.0,-122.5035705566,37.7528076172,,
0,2017-08-09,1335 LARKIN ST,0.0,0.0,0645003,2017-08-09,BP ISSUED,,,201403100361,False,2013-08-18,2013-08-18,2013-08-18,2017-08-09,BP ISSUED,"('2013-08-18', '2013-08-18', '2014-03-10', '2014-03-10', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2016-05-25', '2017-08-09')",,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'BP ISSUED')",2,2017,Building Permit Approved,20.0,20.0,-122.4193115234,37.790328979499996,POLK,POLK
0,,1758 36TH AV,0.0,0.0,2014004F,2014-08-14,BP FILED,,,201408143818,False,2014-08-14,2014-08-14,2014-08-14,2014-08-14,BP FILED,"('2014-08-14', '2014-08-14', '2014-08-14')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2015,Proposed,2.0,1.0,-122.49441624299999,37.754214339899995,RH-1,RH-1
0,,2965 25TH AV,0.0,0.0,7209004B,2015-12-23,BP FILED,,,201512235880,False,2015-12-23,2015-12-23,2015-12-23,2015-12-23,BP FILED,"('2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.4813079834,37.733165741,,
0,,26 SOMERSET ST,0.0,0.0,5920002A,2016-08-02,BP FILED,,,201608023926,False,2016-08-02,2016-08-02,2016-08-02,2016-08-02,BP FILED,"('2016-08-02', '2016-08-02', '2016-08-02', '2016-08-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.40963745120001,37.730854034400004,,
0,,1532 OCEAN AV,0.0,0.0,3196028,2014-09-10,BP FILED,,,201409106031,False,2014-09-10,2014-09-10,2014-09-10,2014-09-10,BP FILED,"('2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,9.0,8.0,-122.4587783813,37.724697113000005,NC-T,NC-T
0,2015-06-01,333 RALSTON ST,0.0,0.0,7003014,2015-06-01,BP ISSUED,,,201409166416,True,2014-09-16,2014-09-16,2014-09-16,2015-06-01,BP ISSUED,"('2014-09-16', '2014-09-16', '2015-06-01')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",1,2015,Building Permit Approved,2.0,1.0,-122.469218704,37.718474541,RH-1,RH-1
0,,1677 MCALLISTER ST,0.0,0.0,1179020,2016-11-15,PL FILED,,,,False,2016-11-15,2016-11-15,2016-11-15,2016-11-15,PL FILED,"('2016-11-15', '2016-11-15', '2016-11-15')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,2.0,-1.0,-122.43955993649999,37.7773551941,,
0,2010-03-05,95 LELAND AV,0.0,0.0,6250028,2010-03-05,BP REINSTATED,,,200704128664,True,2006-08-29,2009-03-13,2006-08-29,2010-03-05,BP REINSTATED,"('2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2009-03-13', '2010-03-05', '2010-03-05', '2010-03-05')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,8.0,5.0,-122.40561699999999,37.7116829221,NC-2,NC-2
0,,363 BOCANA ST,0.0,0.0,5709016,2015-09-23,BP FILED,,,201509237851,False,2015-09-23,2015-09-23,2015-09-23,2015-09-23,BP FILED,"('2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,1.0,-122.4188842773,37.738338470500004,,
0,2009-10-26,2901 CALIFORNIA ST,,,1029095,2011-01-10,CONSTRUCTION,04/01/2011,2010-04-26,200907021862,False,2009-06-23,2009-07-02,2009-06-23,2011-01-10,CONSTRUCTION,"('2009-07-02', '2009-10-26', '2010-04-26', '2010-06-18', '2010-09-22', '2011-01-10', '2011-01-10')",647.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,0.0,0.0,-122.44236000000001,37.787513,RM-1,RM-1
