,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
2310,12667,,128 BACHE ST,5826009,2005-04-27,BP FILED,,,200504271069,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,-122.417713,37.733834,RH-2,RH-2,,POINT (-122.417713 37.733834),1,Bernal Heights,Conventional Residential
1922,12666,,126 BACHE ST,5826008,2005-04-27,BP FILED,,,200504271068,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,-122.417706,37.73384,RH-2,RH-2,,POINT (-122.417706 37.73384),1,Bernal Heights,Conventional Residential
787,12665,,124 BACHE ST,5826007,2005-04-27,BP FILED,,,200504271067,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,-122.417699,37.733846,RH-2,RH-2,,POINT (-122.417699 37.733846),1,Bernal Heights,Conventional Residential
2804,3886,,137 PORTER ST,5826018,2009-05-07,CONSTRUCTION,10/01/2010,2009-05-07,200509142861,2005-09-14,2009-05-07,2005-09-14,2009-05-07,CONSTRUCTION,"('2009-05-07', '2009-05-07', '2009-05-07', '2009-05-07', '2009-05-07')",1843.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.418081,37.73385,RH-2,RH-2,5.049315068493151,POINT (-122.418081 37.73385),1,Bernal Heights,Conventional Residential
2026,12664,,122 BACHE ST,5826006,2005-04-27,BP FILED,,,200504271066,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,-122.417692,37.733852,RH-2,RH-2,,POINT (-122.417692 37.733852),1,Bernal Heights,Conventional Residential
1650,9825,,118 BACHE ST,5826004,2007-12-31,PL FILED,,,200712130438,2007-12-31,2007-12-31,2007-12-31,2007-12-31,PL FILED,"('2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31', '2007-12-31')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,1.0,1.0,-122.417679,37.733864,RH-2,RH-2,,POINT (-122.417679 37.733864),1,Bernal Heights,Conventional Residential
1555,290,,300 ALEMANY BL,5817006,2006-07-07,BP FILED,,,200607076009,2006-07-07,2006-07-07,2006-07-07,2006-07-07,BP FILED,"('2006-07-07',)",,"('BP FILED',)",3,2009,Proposed,22.0,22.0,-122.412263,37.734234,NC-S,NC-S,,POINT (-122.412263 37.734234),1,Bernal Heights,Nhb Commercial
894,9811,2007-10-19,842 MOULTRIE ST,5810009,2007-10-19,BP ISSUED,,,200601132102,2006-01-13,2007-10-19,2006-01-13,2007-10-19,BP ISSUED,"('2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19', '2007-10-19')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,1.0,1.0,-122.416373,37.73435,RH-1,RH-1,,POINT (-122.416373 37.73435),1,Bernal Heights,Conventional Residential
702,193,,601 CRESCENT WY,4991240,2004-01-14,BP FILED,,,200401144041,2004-01-14,2004-01-14,2004-01-14,2004-01-14,BP FILED,"('2004-01-14',)",,"('BP FILED',)",3,2009,Proposed,411.0,411.0,-122.41547,37.734868,RH-1,RH-1,,POINT (-122.41547 37.734868),1,Bernal Heights,Conventional Residential
2102,28719,2014-09-25,347 CRESCENT AV,5744075,2015-01-28,BP ISSUED,,,200806043667,2008-06-04,2008-06-04,2008-06-04,2015-01-28,BP ISSUED,"('2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2014-09-25', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,2.0,2.0,-122.417776009,37.7351605934,RH-2,RH-2,,POINT (-122.417776009 37.7351605934),1,Bernal Heights,Conventional Residential
406,28701,2016-05-17,339 CRESCENT AV,5744016,2017-02-24,CONSTRUCTION,,2017-01-03,201410017778,2014-10-01,2014-10-01,2014-10-01,2017-02-24,CONSTRUCTION,"('2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01', '2016-05-17', '2016-05-17', '2017-01-03', '2017-02-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.417905428,37.7351671178,RH-2,RH-2,,POINT (-122.417905428 37.7351671178),1,Bernal Heights,Conventional Residential
1170,29358,,106 LEESE ST,5746004,2016-08-15,BP FILED,,,201608154972,2016-08-15,2016-08-15,2016-08-15,2016-08-15,BP FILED,"('2016-08-15', '2016-08-15', '2016-08-15')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.423263785,37.7356410234,RH-2,RH-2,,POINT (-122.423263785 37.7356410234),1,Bernal Heights,Conventional Residential
941,590,,139 LEESE ST,5745030,2009-08-11,CONSTRUCTION,10/01/2009,2009-08-11,200611067004,2006-11-06,2009-08-11,2006-11-06,2009-08-11,CONSTRUCTION,"('2009-08-11',)",1060.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.42281,37.735701,RH-2,RH-2,2.904109589041096,POINT (-122.42281 37.735701),1,Bernal Heights,Conventional Residential
2287,23353,,3808 MISSION ST,6692002,2011-01-20,BP FILED,,,201101208700.0,2011-01-20,2011-01-20,2011-01-20,2011-01-20,BP FILED,"('2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,-122.424867,37.735781350799996,NC-2,NC-2,,POINT (-122.424867 37.7357813508),1,Bernal Heights,Standard Commercial
2579,28724,2015-07-08,349 RICHLAND AV,5721077,2017-02-27,CONSTRUCTION,,2016-08-02,201303293381,2013-03-29,2013-03-29,2013-03-29,2017-02-27,CONSTRUCTION,"('2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2015-07-08', '2015-10-02', '2015-10-02', '2015-10-02', '2015-10-02', '2016-08-02', '2016-10-27', '2017-02-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.418447989,37.7359102555,RH-2,RH-2,,POINT (-122.418447989 37.7359102555),1,Bernal Heights,Conventional Residential
1436,21361,,42 LEESE ST,5719023,2007-03-30,BP FILED,,,200703307666.0,2007-03-30,2007-03-30,2007-03-30,2007-03-30,BP FILED,"('2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30', '2007-03-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,3.0,3.0,-122.42374006899999,37.7364643811,NC-2,NC-2,,POINT (-122.423740069 37.7364643811),1,Bernal Heights,Standard Commercial
3241,227,,120-128 BACHE ST,5826005,2005-04-27,BP FILED,,,200504271062,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27',)",,"('BP FILED',)",3,2009,Proposed,10.0,10.0,-122.417685,37.73385800000001,RH-2,RH-2,,POINT (-122.417685 37.73385800000001),1,Bernal Heights,Conventional Residential
1890,24631,,3516 FOLSOM ST,5626013,2016-02-16,PL FILED,,,201312164322,2013-09-25,2013-09-25,2013-09-25,2016-02-16,PL FILED,"('2013-09-25', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2016-02-16')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED')",2,2016,Proposed,2.0,2.0,-122.4133476,37.742075878499996,RH-1,RH-1,,POINT (-122.4133476 37.7420758785),1,Bernal Heights,Conventional Residential
1918,28657,2015-12-23,3123 FOLSOM ST,5503018,2015-12-23,BP ISSUED,,,201407302522,2014-07-17,2014-07-30,2014-07-17,2015-12-23,BP ISSUED,"('2014-07-30', '2014-07-30', '2014-07-30', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23', '2015-12-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,2.0,2.0,-122.413325947,37.7479114435,RH-2,RH-2,,POINT (-122.413325947 37.7479114435),1,Bernal Heights,Conventional Residential
287,28665,,3179 CESAR CHAVEZ ST,5503022,2016-04-04,BP FILED,,,201604043856,2016-04-04,2016-04-04,2016-04-04,2016-04-04,BP FILED,"('2016-04-04', '2016-04-04', '2016-04-04', '2016-04-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.413105304,37.747871066,RH-2,RH-2,,POINT (-122.413105304 37.747871066),1,Bernal Heights,Conventional Residential
648,6467,2010-04-02,3407 FOLSOM ST,5549041,2011-04-25,CONSTRUCTION,07/01/2011,2011-02-16,9906780S,1999-04-09,2010-04-02,1999-04-09,2011-04-25,CONSTRUCTION,"('2010-04-02', '2010-05-06', '2010-05-06', '2010-05-06', '2011-02-16', '2011-04-25')",4466.0,"('BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,2.0,,-122.413095,37.743989,RH-2,RH-2,12.235616438356164,POINT (-122.413095 37.743989),1,Bernal Heights,Conventional Residential
620,16316,,495 CHAPMAN ST,5627042,2007-01-19,BP FILED,,,200701192144,2007-01-19,2007-01-19,2007-01-19,2007-01-19,BP FILED,"('2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19', '2007-01-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,1.0,1.0,-122.413081,37.741756,RH-1,RH-1,,POINT (-122.413081 37.741756),1,Bernal Heights,Conventional Residential
1714,8910,2011-05-25,83 BANKS ST,5628046,2012-05-24,CONSTRUCTION,07/01/2012,2012-02-06,201010253691,2010-10-25,2010-10-25,2010-10-25,2012-05-24,CONSTRUCTION,"('2010-10-25', '2010-10-25', '2011-05-25', '2011-05-25', '2011-10-24', '2012-02-06', '2012-05-24')",615.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,1.0,1.0,-122.41252649999998,37.7420184,RH-1,RH-1,1.6849315068493151,POINT (-122.4125265 37.7420184),1,Bernal Heights,Conventional Residential
2131,26596,,123 RIPLEY STREET,5524032,2016-11-15,BP FILED,,,201611152705,2016-11-10,2016-11-15,2016-11-10,2016-11-15,BP FILED,"('2016-11-15',)",,"('BP FILED',)",4,2016,Proposed,4.0,4.0,-122.412469195,37.74441927,RH-2,RH-2,,POINT (-122.412469195 37.74441927),1,Bernal Heights,Conventional Residential
2038,212,,1571 TREAT AV,5525024,2004-12-24,BP FILED,,,200412242159,2004-12-24,2004-12-24,2004-12-24,2004-12-24,BP FILED,"('2004-12-24',)",,"('BP FILED',)",3,2009,Proposed,1.0,-1.0,-122.412268,37.745937,RH-2,RH-2,,POINT (-122.412268 37.745937),1,Bernal Heights,Conventional Residential
1680,1467,,52 PRENTISS ST,5628016,2009-04-09,CONSTRUCTION,01/01/2010,2009-04-09,200506235954,2005-06-23,2009-04-09,2005-06-23,2009-04-09,CONSTRUCTION,"('2009-04-09', '2009-04-09')",1653.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,1.0,1.0,-122.411992,37.741834,RH-1,RH-1,4.528767123287671,POINT (-122.411992 37.741834),1,Bernal Heights,Conventional Residential
1362,6150,2010-08-09,219 PRENTISS ST,5654021,2011-02-24,CONSTRUCTION,07/01/2011,2010-12-14,200812108239,2008-12-10,2008-12-10,2008-12-10,2011-02-24,CONSTRUCTION,"('2008-12-10', '2008-12-10', '2008-12-10', '2008-12-10', '2010-08-09', '2010-12-14', '2011-02-24', '2011-02-24')",933.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,1.0,1.0,-122.411909,37.740079,RH-1,RH-1,2.5561643835616437,POINT (-122.411909 37.740079),1,Bernal Heights,Conventional Residential
735,28430,2014-08-19,209 PRENTISS ST,5654023,2017-03-21,CONSTRUCTION,,2017-03-21,201112090432,2011-12-09,2011-12-09,2011-12-09 00:00:00,2017-03-21,CONSTRUCTION,"('2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2014-08-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2017-03-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.411893086,37.7399931203,RH-1,RH-1,,POINT (-122.411893086 37.7399931203),1,Bernal Heights,Conventional Residential
2153,10245,2012-05-31,407 PRECITA AV,5504001I,2012-09-07,CONSTRUCTION,10/01/2012,2012-09-07,201108303516,2011-01-06,2011-08-30,2011-01-06,2012-09-07,CONSTRUCTION,"('2011-08-30', '2011-08-30', '2011-08-30', '2012-05-31', '2012-09-07')",634.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",3,2012,Under Construction,1.0,1.0,-122.411053,37.747521,RH-2,RH-2,1.736986301369863,POINT (-122.411053 37.747521),1,Bernal Heights,Conventional Residential
1943,28294,2017-02-15,1634 ALABAMA ST,5526005,2017-02-15,BP APPROVED,,,201512225679,2015-12-22,2015-12-22,2015-12-22,2017-02-15,BP APPROVED,"('2015-12-22', '2015-12-22', '2017-02-15')",,"('BP FILED', 'BP FILED', 'BP APPROVED')",1,2017,Building Permit Approved,1.0,1.0,-122.410891035,37.746271008899996,RH-2,RH-2,,POINT (-122.410891035 37.7462710089),1,Bernal Heights,Conventional Residential
809,28295,,1640 ALABAMA ST,5526006,2016-09-07,BP FILED,,,201609077009,2016-09-07,2016-09-07,2016-09-07,2016-09-07,BP FILED,"('2016-09-07', '2016-09-07', '2016-09-07')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.41088444100001,37.7462025501,RH-2,RH-2,,POINT (-122.410884441 37.7462025501),1,Bernal Heights,Conventional Residential
84,587,,3019 CESAR CHAVEZ ST,5505021,2009-02-23,CONSTRUCTION,10/01/2009,2009-02-23,200609263327,2006-09-26,2009-02-23,2006-09-26,2009-02-23,CONSTRUCTION,"('2009-02-23',)",1101.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.410004,37.748207,RH-2,RH-2,3.0164383561643837,POINT (-122.410004 37.748207),1,Bernal Heights,Conventional Residential
999,4496,2009-06-30,27 CARVER ST,5632016,2010-08-31,CONSTRUCTION,01/01/2011,2009-12-14,200807106432,2007-07-19,2009-06-30,2007-07-19,2010-08-31,CONSTRUCTION,"('2009-06-30', '2009-12-14', '2010-02-08', '2010-05-07', '2010-08-31', '2010-08-31')",1262.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,1.0,1.0,-122.409933,37.74287800000001,RH-1,RH-1,3.4575342465753423,POINT (-122.409933 37.74287800000001),1,Bernal Heights,Conventional Residential
1960,28590,,268 RIPLEY ST,5550021,2016-11-04,BP FILED,,,201611042023,2016-11-04,2016-11-04,2016-11-04,2016-11-04,BP FILED,"('2016-11-04', '2016-11-04')",,"('BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.409246952,37.7440626865,RH-2,RH-2,,POINT (-122.409246952 37.7440626865),1,Bernal Heights,Conventional Residential
929,17470,,1513 YORK ST,5513012,2014-07-09,BP FILED,,,201407090778.0,2014-07-09,2014-07-09,2014-07-09,2014-07-09,BP FILED,"('2014-07-09', '2014-07-09')",,"('BP FILED', 'BP FILED')",4,2014,Proposed,2.0,2.0,-122.407832,37.748208,RH-2,RH-2,,POINT (-122.407832 37.748208),1,Bernal Heights,Conventional Residential
1358,28202,2007-11-21,162 BREWSTER ST,5556019,2014-05-21,CONSTRUCTION,,2012-09-18,200607106046,2006-07-10,2007-11-21,2006-07-10,2014-05-21,CONSTRUCTION,"('2007-11-21', '2007-11-21', '2010-04-30', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2010-06-14', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2014-03-19', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21')",,"('BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.407399596,37.744103487,RH-1,RH-1,,POINT (-122.407399596 37.744103487),1,Bernal Heights,Conventional Residential
1021,28627,,299 FRANCONIA ST,5556054,2016-11-15,BP FILED,,,201611152753,2016-10-04,2016-11-15,2016-10-04,2016-11-15,BP FILED,"('2016-11-15', '2016-11-15')",,"('BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.40736827100001,37.744879426,RH-1,RH-1,,POINT (-122.407368271 37.744879426),1,Bernal Heights,Conventional Residential
772,25515,2014-09-04,193 BREWSTER ST,5577010,2016-06-24,CONSTRUCTION,10/01/2016,2015-07-13,200609253192,2006-09-25,2006-09-25,2006-09-25,2016-06-24,CONSTRUCTION,"('2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2014-09-04', '2014-09-04', '2014-09-04', '2015-07-13', '2015-08-14', '2015-12-18', '2016-01-22', '2016-06-24', '2016-06-24')",3659.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.40720319200001,37.743536906799996,RH-1,RH-1,10.024657534246575,POINT (-122.407203192 37.7435369068),1,Bernal Heights,Conventional Residential
1846,25463,2014-09-04,191 BREWSTER ST,5577011,2016-06-24,CONSTRUCTION,10/01/2016,2015-06-18,200609253193,2006-09-25,2006-09-25,2006-09-25,2016-06-24,CONSTRUCTION,"('2006-09-25', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2014-09-04', '2014-09-04', '2014-09-04', '2015-06-18', '2015-09-04', '2015-12-18', '2016-02-08', '2016-06-24', '2016-06-24')",3659.0,"('BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.407175155,37.7436075782,RH-1,RH-1,10.024657534246575,POINT (-122.407175155 37.7436075782),1,Bernal Heights,Conventional Residential
2146,28286,2015-02-05,175 BREWSTER ST,5577012,2016-06-24,CONSTRUCTION,,2016-06-24,201305157021,2013-05-15,2013-05-15,2013-05-15,2016-06-24,CONSTRUCTION,"('2013-05-15', '2013-05-15', '2013-05-15', '2013-05-15', '2013-05-15', '2013-05-15', '2015-02-05', '2015-02-05', '2015-02-05', '2015-02-05', '2015-11-24', '2015-11-24', '2016-06-24', '2016-06-24', '2016-06-24', '2016-06-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.40714723399999,37.7436782802,RH-1,RH-1,,POINT (-122.407147234 37.74367828020001),1,Bernal Heights,Conventional Residential
